program,provnamn,skol_kod,gnm_betp
el- och energiprogrammet,engelska 5,29032715,"13,9"
fordons- och transportprogrammet,engelska 5,29032715,"13,0"
vård- och omsorgsprogrammet,engelska 5,48931433,"9,8"
handels- och administrationsprogrammet,engelska 5,97270136,"9,8"
hantverksprogrammet,engelska 5,97270136,"14,0"
restaurang- och livsmedelsprogrammet,engelska 5,97270136,"14,6"
el- och energiprogrammet,engelska 5,19909435,"13,3"
barn- och fritidsprogrammet,engelska 5,30530571,"11,0"
handels- och administrationsprogrammet,engelska 5,30530571,"10,0"
hantverksprogrammet,engelska 5,30530571,..
industritekniska programmet,engelska 5,30530571,"8,9"
restaurang- och livsmedelsprogrammet,engelska 5,30530571,"13,0"
barn- och fritidsprogrammet,engelska 5,96024712,"13,9"
hantverksprogrammet,engelska 5,96024712,"13,5"
vård- och omsorgsprogrammet,engelska 5,96024712,"10,3"
bygg- och anläggningsprogrammet,engelska 5,40829056,..
fordons- och transportprogrammet,engelska 5,40829056,"7,5"
handels- och administrationsprogrammet,engelska 5,40829056,"10,4"
hantverksprogrammet,engelska 5,40829056,..
naturbruksprogrammet,engelska 5,40829056,..
vård- och omsorgsprogrammet,engelska 5,40829056,..
bygg- och anläggningsprogrammet,engelska 5,85800840,"11,6"
el- och energiprogrammet,engelska 5,85800840,"13,7"
fordons- och transportprogrammet,engelska 5,85800840,"11,3"
vvs- och fastighetsprogrammet,engelska 5,85800840,"13,0"
barn- och fritidsprogrammet,engelska 5,27115998,"11,5"
el- och energiprogrammet,engelska 5,27115998,"14,5"
el- och energiprogrammet,engelska 5,41867682,"14,5"
naturbruksprogrammet,engelska 5,65662401,"15,8"
barn- och fritidsprogrammet,engelska 5,39583059,"12,2"
bygg- och anläggningsprogrammet,engelska 5,39583059,"12,0"
el- och energiprogrammet,engelska 5,39583059,"13,0"
fordons- och transportprogrammet,engelska 5,39583059,"11,2"
hantverksprogrammet,engelska 5,39583059,"12,6"
vvs- och fastighetsprogrammet,engelska 5,39583059,"13,0"
barn- och fritidsprogrammet,engelska 5,38645259,"9,0"
bygg- och anläggningsprogrammet,engelska 5,38645259,..
el- och energiprogrammet,engelska 5,38645259,"10,0"
fordons- och transportprogrammet,engelska 5,38645259,..
handels- och administrationsprogrammet,engelska 5,38645259,"6,7"
industritekniska programmet,engelska 5,38645259,"11,5"
vvs- och fastighetsprogrammet,engelska 5,38645259,..
vård- och omsorgsprogrammet,engelska 5,38645259,"6,3"
handels- och administrationsprogrammet,engelska 5,87207941,"14,1"
handels- och administrationsprogrammet,engelska 5,11673760,"10,8"
restaurang- och livsmedelsprogrammet,engelska 5,11673760,"11,1"
vård- och omsorgsprogrammet,engelska 5,11673760,"11,4"
handels- och administrationsprogrammet,engelska 5,38400227,"11,8"
restaurang- och livsmedelsprogrammet,engelska 5,38400227,"13,8"
vvs- och fastighetsprogrammet,engelska 5,38400227,"11,5"
fordons- och transportprogrammet,engelska 5,83829189,"13,0"
industritekniska programmet,engelska 5,83829189,"11,8"
restaurang- och livsmedelsprogrammet,engelska 5,83829189,"14,0"
barn- och fritidsprogrammet,engelska 5,46145886,"12,5"
bygg- och anläggningsprogrammet,engelska 5,46145886,"12,7"
el- och energiprogrammet,engelska 5,46145886,"15,0"
hantverksprogrammet,engelska 5,46145886,"10,0"
vård- och omsorgsprogrammet,engelska 5,46145886,"9,0"
naturbruksprogrammet,engelska 5,75344502,"12,0"
bygg- och anläggningsprogrammet,engelska 5,84247499,"11,7"
el- och energiprogrammet,engelska 5,84247499,"12,3"
fordons- och transportprogrammet,engelska 5,84247499,"13,3"
barn- och fritidsprogrammet,engelska 5,27041885,"11,3"
handels- och administrationsprogrammet,engelska 5,27041885,"13,4"
vård- och omsorgsprogrammet,engelska 5,27041885,"12,9"
barn- och fritidsprogrammet,engelska 5,97064126,..
fordons- och transportprogrammet,engelska 5,97064126,..
vård- och omsorgsprogrammet,engelska 5,97064126,"9,0"
naturbruksprogrammet,engelska 5,32580162,"13,3"
barn- och fritidsprogrammet,engelska 5,48722826,"9,1"
el- och energiprogrammet,engelska 5,48722826,"11,1"
fordons- och transportprogrammet,engelska 5,48722826,"10,9"
handels- och administrationsprogrammet,engelska 5,48722826,..
hantverksprogrammet,engelska 5,48722826,"12,1"
industritekniska programmet,engelska 5,48722826,"9,6"
restaurang- och livsmedelsprogrammet,engelska 5,48722826,..
vård- och omsorgsprogrammet,engelska 5,48722826,..
bygg- och anläggningsprogrammet,engelska 5,71571158,"7,1"
fordons- och transportprogrammet,engelska 5,71571158,"11,7"
el- och energiprogrammet,engelska 5,53691739,"11,0"
barn- och fritidsprogrammet,engelska 5,97596286,"12,0"
hantverksprogrammet,engelska 5,97596286,"11,1"
vård- och omsorgsprogrammet,engelska 5,97596286,"11,8"
barn- och fritidsprogrammet,engelska 5,67554405,"12,5"
handels- och administrationsprogrammet,engelska 5,67554405,"10,3"
hantverksprogrammet,engelska 5,67554405,"11,7"
vård- och omsorgsprogrammet,engelska 5,67554405,"9,0"
bygg- och anläggningsprogrammet,engelska 5,86473502,"7,5"
handels- och administrationsprogrammet,engelska 5,86473502,"8,3"
hantverksprogrammet,engelska 5,86473502,..
naturbruksprogrammet,engelska 5,86473502,..
vvs- och fastighetsprogrammet,engelska 5,86473502,..
vård- och omsorgsprogrammet,engelska 5,86473502,"4,6"
handels- och administrationsprogrammet,engelska 5,98239050,"8,9"
bygg- och anläggningsprogrammet,engelska 5,58368956,"11,8"
fordons- och transportprogrammet,engelska 5,73567152,"12,0"
vvs- och fastighetsprogrammet,engelska 5,73567152,"12,1"
naturbruksprogrammet,engelska 5,61547652,"12,4"
el- och energiprogrammet,engelska 5,60209222,"13,5"
industritekniska programmet,engelska 5,60209222,"13,8"
restaurang- och livsmedelsprogrammet,engelska 5,60209222,"11,9"
el- och energiprogrammet,engelska 5,78872213,"15,1"
handels- och administrationsprogrammet,engelska 5,78872213,"14,0"
fordons- och transportprogrammet,engelska 5,84286698,"6,9"
industritekniska programmet,engelska 5,84286698,"10,3"
vård- och omsorgsprogrammet,engelska 5,84286698,"9,8"
naturbruksprogrammet,engelska 5,62490359,"13,8"
naturbruksprogrammet,engelska 5,64725297,"13,0"
naturbruksprogrammet,engelska 5,43362941,"14,2"
barn- och fritidsprogrammet,engelska 5,23350817,"14,0"
bygg- och anläggningsprogrammet,engelska 5,23350817,..
fordons- och transportprogrammet,engelska 5,23350817,..
handels- och administrationsprogrammet,engelska 5,23350817,"6,8"
restaurang- och livsmedelsprogrammet,engelska 5,23350817,"10,0"
vård- och omsorgsprogrammet,engelska 5,76860623,"10,3"
barn- och fritidsprogrammet,engelska 5,56021320,"11,8"
bygg- och anläggningsprogrammet,engelska 5,41358402,"10,2"
hantverksprogrammet,engelska 5,64569393,"13,0"
barn- och fritidsprogrammet,engelska 5,87262566,..
bygg- och anläggningsprogrammet,engelska 5,87262566,"13,1"
fordons- och transportprogrammet,engelska 5,87262566,"10,7"
handels- och administrationsprogrammet,engelska 5,87262566,"10,4"
hantverksprogrammet,engelska 5,87262566,..
industritekniska programmet,engelska 5,87262566,"13,3"
restaurang- och livsmedelsprogrammet,engelska 5,87262566,..
vård- och omsorgsprogrammet,engelska 5,87262566,..
barn- och fritidsprogrammet,engelska 5,23457902,..
bygg- och anläggningsprogrammet,engelska 5,23457902,"7,2"
handels- och administrationsprogrammet,engelska 5,23457902,..
hantverksprogrammet,engelska 5,23457902,..
naturbruksprogrammet,engelska 5,23457902,..
vvs- och fastighetsprogrammet,engelska 5,23457902,..
naturbruksprogrammet,engelska 5,27597104,"12,8"
barn- och fritidsprogrammet,engelska 5,57397381,"11,8"
handels- och administrationsprogrammet,engelska 5,57397381,"8,9"
restaurang- och livsmedelsprogrammet,engelska 5,57397381,"13,8"
vård- och omsorgsprogrammet,engelska 5,57397381,"13,2"
bygg- och anläggningsprogrammet,engelska 5,56947954,"13,2"
el- och energiprogrammet,engelska 5,56947954,"14,1"
fordons- och transportprogrammet,engelska 5,56947954,"12,0"
barn- och fritidsprogrammet,engelska 5,72022487,"8,7"
bygg- och anläggningsprogrammet,engelska 5,72022487,"10,7"
el- och energiprogrammet,engelska 5,72022487,"13,5"
fordons- och transportprogrammet,engelska 5,72022487,"8,3"
handels- och administrationsprogrammet,engelska 5,72022487,"11,8"
industritekniska programmet,engelska 5,72022487,"9,5"
restaurang- och livsmedelsprogrammet,engelska 5,72022487,"12,5"
vvs- och fastighetsprogrammet,engelska 5,72022487,"13,6"
vård- och omsorgsprogrammet,engelska 5,72022487,"9,3"
barn- och fritidsprogrammet,engelska 5,70969556,"6,1"
el- och energiprogrammet,engelska 5,70969556,"9,7"
fordons- och transportprogrammet,engelska 5,70969556,..
vård- och omsorgsprogrammet,engelska 5,70969556,..
barn- och fritidsprogrammet,engelska 5,28248021,"8,8"
bygg- och anläggningsprogrammet,engelska 5,28248021,"11,7"
el- och energiprogrammet,engelska 5,28248021,"12,9"
vård- och omsorgsprogrammet,engelska 5,28248021,"13,2"
barn- och fritidsprogrammet,engelska 5,44417214,"8,7"
bygg- och anläggningsprogrammet,engelska 5,44417214,..
handels- och administrationsprogrammet,engelska 5,44417214,"12,5"
hantverksprogrammet,engelska 5,44417214,..
restaurang- och livsmedelsprogrammet,engelska 5,44417214,"14,1"
vvs- och fastighetsprogrammet,engelska 5,44417214,..
vård- och omsorgsprogrammet,engelska 5,44417214,..
barn- och fritidsprogrammet,engelska 5,25025681,"10,8"
handels- och administrationsprogrammet,engelska 5,49488344,"10,6"
bygg- och anläggningsprogrammet,engelska 5,74408578,"12,3"
el- och energiprogrammet,engelska 5,74408578,"13,8"
bygg- och anläggningsprogrammet,engelska 5,86724994,"13,2"
el- och energiprogrammet,engelska 5,86724994,"13,9"
fordons- och transportprogrammet,engelska 5,86724994,"10,4"
industritekniska programmet,engelska 5,86724994,"12,0"
vvs- och fastighetsprogrammet,engelska 5,86724994,"13,6"
hantverksprogrammet,engelska 5,86158933,"12,8"
restaurang- och livsmedelsprogrammet,engelska 5,86158933,"9,2"
barn- och fritidsprogrammet,engelska 5,14102256,"12,0"
handels- och administrationsprogrammet,engelska 5,14102256,"11,0"
vård- och omsorgsprogrammet,engelska 5,14102256,"10,3"
barn- och fritidsprogrammet,engelska 5,75082280,"10,5"
restaurang- och livsmedelsprogrammet,engelska 5,75082280,"16,0"
vård- och omsorgsprogrammet,engelska 5,75914181,"12,8"
bygg- och anläggningsprogrammet,engelska 5,39302565,"12,3"
el- och energiprogrammet,engelska 5,39302565,"14,9"
fordons- och transportprogrammet,engelska 5,39302565,"11,1"
hantverksprogrammet,engelska 5,36072799,"12,5"
restaurang- och livsmedelsprogrammet,engelska 5,36072799,..
bygg- och anläggningsprogrammet,engelska 5,61432781,"10,5"
fordons- och transportprogrammet,engelska 5,61432781,"8,0"
restaurang- och livsmedelsprogrammet,engelska 5,78287294,"13,8"
vvs- och fastighetsprogrammet,engelska 5,78287294,"13,4"
el- och energiprogrammet,engelska 5,74316305,"13,4"
barn- och fritidsprogrammet,engelska 5,39096170,"10,0"
vård- och omsorgsprogrammet,engelska 5,99279503,"11,2"
vård- och omsorgsprogrammet,engelska 5,70412563,"14,3"
el- och energiprogrammet,engelska 5,72109637,"13,5"
industritekniska programmet,engelska 5,72109637,"11,5"
barn- och fritidsprogrammet,engelska 5,69240218,"10,8"
bygg- och anläggningsprogrammet,engelska 5,14057258,"12,5"
fordons- och transportprogrammet,engelska 5,14057258,"9,9"
handels- och administrationsprogrammet,engelska 5,43313366,"13,9"
bygg- och anläggningsprogrammet,engelska 5,81551726,"11,0"
el- och energiprogrammet,engelska 5,81551726,"14,0"
fordons- och transportprogrammet,engelska 5,81551726,..
hantverksprogrammet,engelska 5,81551726,"13,0"
vvs- och fastighetsprogrammet,engelska 5,81551726,..
el- och energiprogrammet,engelska 5,77823650,"14,4"
naturbruksprogrammet,engelska 5,77823650,"15,8"
handels- och administrationsprogrammet,engelska 5,37550979,"12,0"
fordons- och transportprogrammet,engelska 5,52634142,"12,9"
naturbruksprogrammet,engelska 5,52634142,"11,5"
bygg- och anläggningsprogrammet,engelska 5,76195214,"13,8"
el- och energiprogrammet,engelska 5,76195214,..
fordons- och transportprogrammet,engelska 5,76195214,"11,1"
handels- och administrationsprogrammet,engelska 5,76195214,"13,0"
hantverksprogrammet,engelska 5,76195214,"12,1"
vvs- och fastighetsprogrammet,engelska 5,76195214,"12,9"
vård- och omsorgsprogrammet,engelska 5,76195214,"12,1"
naturbruksprogrammet,engelska 5,32705515,"13,1"
restaurang- och livsmedelsprogrammet,engelska 5,32705515,"13,3"
barn- och fritidsprogrammet,engelska 5,60214465,"10,0"
handels- och administrationsprogrammet,engelska 5,60214465,"10,8"
bygg- och anläggningsprogrammet,engelska 5,70137084,"10,7"
el- och energiprogrammet,engelska 5,70137084,"13,1"
fordons- och transportprogrammet,engelska 5,70137084,"8,3"
industritekniska programmet,engelska 5,82002016,"13,3"
vård- och omsorgsprogrammet,engelska 5,21901328,"9,5"
barn- och fritidsprogrammet,engelska 5,23306658,"12,2"
industritekniska programmet,engelska 5,23306658,"10,0"
naturbruksprogrammet,engelska 5,23306658,"11,2"
vård- och omsorgsprogrammet,engelska 5,23306658,"13,1"
bygg- och anläggningsprogrammet,engelska 5,57350392,"9,7"
hantverksprogrammet,engelska 5,57350392,..
handels- och administrationsprogrammet,engelska 5,11102578,"11,6"
el- och energiprogrammet,engelska 5,69306209,"11,0"
industritekniska programmet,engelska 5,69306209,"8,5"
bygg- och anläggningsprogrammet,engelska 5,92651253,"9,0"
fordons- och transportprogrammet,engelska 5,92651253,"9,8"
restaurang- och livsmedelsprogrammet,engelska 5,31740319,"13,5"
vård- och omsorgsprogrammet,engelska 5,31740319,"13,2"
hantverksprogrammet,engelska 5,17944628,"13,1"
barn- och fritidsprogrammet,engelska 5,94090461,"13,6"
industritekniska programmet,engelska 5,12954099,"13,5"
el- och energiprogrammet,engelska 5,80931789,"14,2"
handels- och administrationsprogrammet,engelska 5,84098842,"12,5"
el- och energiprogrammet,engelska 5,90473340,"14,8"
bygg- och anläggningsprogrammet,engelska 5,26167236,"12,7"
fordons- och transportprogrammet,engelska 5,26167236,"10,5"
handels- och administrationsprogrammet,engelska 5,26167236,"12,0"
hantverksprogrammet,engelska 5,26167236,"11,3"
industritekniska programmet,engelska 5,26167236,..
vvs- och fastighetsprogrammet,engelska 5,26167236,..
vård- och omsorgsprogrammet,engelska 5,69807202,"13,9"
hantverksprogrammet,engelska 5,64648904,"13,6"
barn- och fritidsprogrammet,engelska 5,63035915,"11,3"
bygg- och anläggningsprogrammet,engelska 5,63035915,"11,8"
el- och energiprogrammet,engelska 5,63035915,"14,5"
handels- och administrationsprogrammet,engelska 5,63035915,"10,0"
restaurang- och livsmedelsprogrammet,engelska 5,63035915,"14,6"
vård- och omsorgsprogrammet,engelska 5,63035915,"9,2"
handels- och administrationsprogrammet,engelska 5,26324896,"13,0"
fordons- och transportprogrammet,engelska 5,28848709,"11,8"
el- och energiprogrammet,engelska 5,12613085,"14,9"
hantverksprogrammet,engelska 5,53896162,"11,6"
fordons- och transportprogrammet,engelska 5,11185244,"12,1"
hantverksprogrammet,engelska 5,11185244,"11,0"
naturbruksprogrammet,engelska 5,11185244,"13,4"
naturbruksprogrammet,engelska 5,56211717,"14,4"
el- och energiprogrammet,engelska 5,66824652,"14,6"
industritekniska programmet,engelska 5,49168016,"11,8"
bygg- och anläggningsprogrammet,engelska 5,32042066,"12,1"
el- och energiprogrammet,engelska 5,32042066,"13,2"
vård- och omsorgsprogrammet,engelska 5,32042066,"12,1"
handels- och administrationsprogrammet,engelska 5,50821167,"8,4"
restaurang- och livsmedelsprogrammet,engelska 5,50821167,"12,8"
barn- och fritidsprogrammet,engelska 5,92814975,..
bygg- och anläggningsprogrammet,engelska 5,92814975,"13,2"
el- och energiprogrammet,engelska 5,92814975,"10,5"
industritekniska programmet,engelska 5,92814975,"11,4"
fordons- och transportprogrammet,engelska 5,28770304,"10,5"
el- och energiprogrammet,engelska 5,69063711,"11,1"
hantverksprogrammet,engelska 5,69063711,"13,4"
handels- och administrationsprogrammet,engelska 5,77609073,"12,2"
hantverksprogrammet,engelska 5,35894996,"12,2"
vård- och omsorgsprogrammet,engelska 5,35894996,"12,0"
fordons- och transportprogrammet,engelska 5,17119840,"12,5"
barn- och fritidsprogrammet,engelska 5,68748767,"10,6"
handels- och administrationsprogrammet,engelska 5,68748767,"12,1"
hantverksprogrammet,engelska 5,68748767,"7,5"
restaurang- och livsmedelsprogrammet,engelska 5,68748767,..
handels- och administrationsprogrammet,engelska 5,25596917,"12,5"
barn- och fritidsprogrammet,engelska 5,20984584,"14,4"
bygg- och anläggningsprogrammet,engelska 5,20984584,"10,0"
handels- och administrationsprogrammet,engelska 5,20984584,"6,7"
hantverksprogrammet,engelska 5,20984584,"11,0"
naturbruksprogrammet,engelska 5,20984584,..
restaurang- och livsmedelsprogrammet,engelska 5,20984584,..
vvs- och fastighetsprogrammet,engelska 5,20984584,..
vård- och omsorgsprogrammet,engelska 5,20984584,"10,3"
el- och energiprogrammet,engelska 5,52129378,"14,5"
bygg- och anläggningsprogrammet,engelska 5,98541468,"9,7"
hantverksprogrammet,engelska 5,31155312,..
barn- och fritidsprogrammet,engelska 5,25648215,"10,0"
bygg- och anläggningsprogrammet,engelska 5,25648215,..
handels- och administrationsprogrammet,engelska 5,25648215,"9,6"
industritekniska programmet,engelska 5,25648215,..
vvs- och fastighetsprogrammet,engelska 5,25648215,"8,9"
vård- och omsorgsprogrammet,engelska 5,25648215,..
el- och energiprogrammet,engelska 5,61823258,"8,1"
fordons- och transportprogrammet,engelska 5,61823258,..
hantverksprogrammet,engelska 5,61823258,"12,2"
naturbruksprogrammet,engelska 5,61823258,..
naturbruksprogrammet,engelska 5,39178171,"15,4"
bygg- och anläggningsprogrammet,engelska 5,79994304,..
hantverksprogrammet,engelska 5,79994304,"11,4"
el- och energiprogrammet,engelska 5,68006362,"12,9"
vvs- och fastighetsprogrammet,engelska 5,68006362,"13,1"
vård- och omsorgsprogrammet,engelska 5,68006362,"10,4"
barn- och fritidsprogrammet,engelska 5,11608031,"10,7"
handels- och administrationsprogrammet,engelska 5,11608031,..
hantverksprogrammet,engelska 5,11608031,"12,5"
restaurang- och livsmedelsprogrammet,engelska 5,11608031,"14,0"
