program,skolkod,antal_elever
samhällsvetenskapsprogrammet,28023078,16
samhällsvetenskapsprogrammet,24194577,..
samhällsvetenskapsprogrammet,57690933,67
samhällsvetenskapsprogrammet,12130801,22
samhällsvetenskapsprogrammet,95785055,57
samhällsvetenskapsprogrammet,68741484,71
samhällsvetenskapsprogrammet,37054246,14
samhällsvetenskapsprogrammet,72421673,40
samhällsvetenskapsprogrammet,15763669,..
samhällsvetenskapsprogrammet,59655752,20
samhällsvetenskapsprogrammet,41555549,22
samhällsvetenskapsprogrammet,85459854,47
samhällsvetenskapsprogrammet,67071618,..
samhällsvetenskapsprogrammet,75324351,..
samhällsvetenskapsprogrammet,61229217,17
samhällsvetenskapsprogrammet,18617410,58
samhällsvetenskapsprogrammet,40338843,29
samhällsvetenskapsprogrammet,14292382,17
samhällsvetenskapsprogrammet,87859089,18
samhällsvetenskapsprogrammet,98908403,63
samhällsvetenskapsprogrammet,16493131,29
samhällsvetenskapsprogrammet,83272868,27
samhällsvetenskapsprogrammet,11526364,34
samhällsvetenskapsprogrammet,45552626,18
samhällsvetenskapsprogrammet,16748680,24
samhällsvetenskapsprogrammet,92332557,17
samhällsvetenskapsprogrammet,78690637,62
samhällsvetenskapsprogrammet,30279258,83
samhällsvetenskapsprogrammet,76903284,26
samhällsvetenskapsprogrammet,49141105,25
samhällsvetenskapsprogrammet,18974693,119
samhällsvetenskapsprogrammet,26996566,..
samhällsvetenskapsprogrammet,69747871,..
samhällsvetenskapsprogrammet,31151740,21
samhällsvetenskapsprogrammet,79346084,66
samhällsvetenskapsprogrammet,89816391,41
samhällsvetenskapsprogrammet,43565270,38
samhällsvetenskapsprogrammet,77176811,77
samhällsvetenskapsprogrammet,52791537,67
samhällsvetenskapsprogrammet,52942981,85
samhällsvetenskapsprogrammet,48120273,28
samhällsvetenskapsprogrammet,94167577,26
samhällsvetenskapsprogrammet,27023528,16
samhällsvetenskapsprogrammet,53903798,19
samhällsvetenskapsprogrammet,97770837,45
samhällsvetenskapsprogrammet,69650864,30
samhällsvetenskapsprogrammet,59581397,24
samhällsvetenskapsprogrammet,41938272,43
samhällsvetenskapsprogrammet,29423248,81
samhällsvetenskapsprogrammet,33132452,35
samhällsvetenskapsprogrammet,70811222,..
samhällsvetenskapsprogrammet,17911161,35
samhällsvetenskapsprogrammet,35084976,..
samhällsvetenskapsprogrammet,77632411,28
samhällsvetenskapsprogrammet,49068301,19
samhällsvetenskapsprogrammet,59898194,19
samhällsvetenskapsprogrammet,38195284,53
samhällsvetenskapsprogrammet,97510495,52
samhällsvetenskapsprogrammet,89461767,29
samhällsvetenskapsprogrammet,94717858,29
samhällsvetenskapsprogrammet,36288955,62
samhällsvetenskapsprogrammet,74812809,30
samhällsvetenskapsprogrammet,88839172,32
samhällsvetenskapsprogrammet,48412612,70
samhällsvetenskapsprogrammet,75075402,61
samhällsvetenskapsprogrammet,26326048,44
samhällsvetenskapsprogrammet,37839488,55
samhällsvetenskapsprogrammet,59796774,..
samhällsvetenskapsprogrammet,17675502,10
samhällsvetenskapsprogrammet,75600007,37
samhällsvetenskapsprogrammet,73812226,20
samhällsvetenskapsprogrammet,88955893,98
samhällsvetenskapsprogrammet,63943560,16
samhällsvetenskapsprogrammet,85516596,17
samhällsvetenskapsprogrammet,16784385,27
samhällsvetenskapsprogrammet,89963319,..
samhällsvetenskapsprogrammet,24339566,59
samhällsvetenskapsprogrammet,65458415,..
samhällsvetenskapsprogrammet,95154882,..
samhällsvetenskapsprogrammet,28519815,26
samhällsvetenskapsprogrammet,69543519,..
samhällsvetenskapsprogrammet,24759907,55
samhällsvetenskapsprogrammet,31315191,32
samhällsvetenskapsprogrammet,42775003,89
samhällsvetenskapsprogrammet,48555205,62
samhällsvetenskapsprogrammet,32116280,..
samhällsvetenskapsprogrammet,57143976,77
samhällsvetenskapsprogrammet,53175499,..
samhällsvetenskapsprogrammet,64388538,102
samhällsvetenskapsprogrammet,52153758,31
samhällsvetenskapsprogrammet,22116645,..
samhällsvetenskapsprogrammet,99755443,84
samhällsvetenskapsprogrammet,30167976,..
samhällsvetenskapsprogrammet,50104466,..
samhällsvetenskapsprogrammet,28004794,..
samhällsvetenskapsprogrammet,32071849,36
samhällsvetenskapsprogrammet,79845033,36
samhällsvetenskapsprogrammet,41099519,22
samhällsvetenskapsprogrammet,59386837,..
samhällsvetenskapsprogrammet,21382451,31
samhällsvetenskapsprogrammet,36769815,..
samhällsvetenskapsprogrammet,43873969,55
samhällsvetenskapsprogrammet,35301145,80
samhällsvetenskapsprogrammet,59942080,14
samhällsvetenskapsprogrammet,66273269,16
samhällsvetenskapsprogrammet,11275959,..
samhällsvetenskapsprogrammet,58518163,13
samhällsvetenskapsprogrammet,37912396,13
samhällsvetenskapsprogrammet,45593337,17
samhällsvetenskapsprogrammet,19839859,..
samhällsvetenskapsprogrammet,30615080,38
samhällsvetenskapsprogrammet,25178582,14
samhällsvetenskapsprogrammet,23476801,..
samhällsvetenskapsprogrammet,56041144,41
samhällsvetenskapsprogrammet,74322969,15
samhällsvetenskapsprogrammet,90260899,19
samhällsvetenskapsprogrammet,31057219,11
samhällsvetenskapsprogrammet,27079521,19
samhällsvetenskapsprogrammet,64579522,17
samhällsvetenskapsprogrammet,34381901,21
samhällsvetenskapsprogrammet,55150847,..
samhällsvetenskapsprogrammet,90076461,74
samhällsvetenskapsprogrammet,53069733,13
samhällsvetenskapsprogrammet,95368476,49
samhällsvetenskapsprogrammet,76448076,..
samhällsvetenskapsprogrammet,86488203,55
samhällsvetenskapsprogrammet,25156286,18
samhällsvetenskapsprogrammet,28081446,36
samhällsvetenskapsprogrammet,92949043,40
samhällsvetenskapsprogrammet,91048178,15
samhällsvetenskapsprogrammet,82718660,..
samhällsvetenskapsprogrammet,12399380,..
samhällsvetenskapsprogrammet,31486865,87
samhällsvetenskapsprogrammet,97265732,53
samhällsvetenskapsprogrammet,61720981,30
samhällsvetenskapsprogrammet,50424828,..
samhällsvetenskapsprogrammet,47393891,75
samhällsvetenskapsprogrammet,48414975,17
samhällsvetenskapsprogrammet,47108751,..
samhällsvetenskapsprogrammet,33657492,28
samhällsvetenskapsprogrammet,82195565,82
samhällsvetenskapsprogrammet,77713695,23
samhällsvetenskapsprogrammet,64667996,36
samhällsvetenskapsprogrammet,23544320,35
samhällsvetenskapsprogrammet,69040241,..
samhällsvetenskapsprogrammet,63993414,..
samhällsvetenskapsprogrammet,20855811,34
samhällsvetenskapsprogrammet,53923398,43
samhällsvetenskapsprogrammet,74560191,..
samhällsvetenskapsprogrammet,47844862,80
samhällsvetenskapsprogrammet,72984079,33
samhällsvetenskapsprogrammet,36480690,19
samhällsvetenskapsprogrammet,32995170,23
samhällsvetenskapsprogrammet,52048443,..
samhällsvetenskapsprogrammet,61674097,53
samhällsvetenskapsprogrammet,32550660,107
samhällsvetenskapsprogrammet,93488613,15
samhällsvetenskapsprogrammet,45600034,..
samhällsvetenskapsprogrammet,59599256,99
samhällsvetenskapsprogrammet,26957025,94
samhällsvetenskapsprogrammet,90509211,19
samhällsvetenskapsprogrammet,50393060,23
samhällsvetenskapsprogrammet,85788659,13
samhällsvetenskapsprogrammet,95340745,..
samhällsvetenskapsprogrammet,59521477,..
samhällsvetenskapsprogrammet,92442684,12
samhällsvetenskapsprogrammet,54599691,61
samhällsvetenskapsprogrammet,31975673,84
samhällsvetenskapsprogrammet,99864908,33
samhällsvetenskapsprogrammet,63931325,..
samhällsvetenskapsprogrammet,57391913,33
samhällsvetenskapsprogrammet,46148350,13
samhällsvetenskapsprogrammet,49868916,33
samhällsvetenskapsprogrammet,74919147,13
samhällsvetenskapsprogrammet,78389879,13
samhällsvetenskapsprogrammet,24277564,..
samhällsvetenskapsprogrammet,44412461,123
samhällsvetenskapsprogrammet,36355200,53
samhällsvetenskapsprogrammet,70803636,57
samhällsvetenskapsprogrammet,77712952,40
samhällsvetenskapsprogrammet,10433896,37
samhällsvetenskapsprogrammet,49170638,18
samhällsvetenskapsprogrammet,46379730,24
samhällsvetenskapsprogrammet,25379974,11
samhällsvetenskapsprogrammet,88025221,167
samhällsvetenskapsprogrammet,18042101,19
samhällsvetenskapsprogrammet,56041699,..
samhällsvetenskapsprogrammet,45111086,15
samhällsvetenskapsprogrammet,70955448,67
samhällsvetenskapsprogrammet,67924816,111
samhällsvetenskapsprogrammet,56084099,..
samhällsvetenskapsprogrammet,13960635,79
samhällsvetenskapsprogrammet,61176909,32
samhällsvetenskapsprogrammet,21778322,24
samhällsvetenskapsprogrammet,85485803,59
samhällsvetenskapsprogrammet,88429477,43
samhällsvetenskapsprogrammet,56802300,10
samhällsvetenskapsprogrammet,15149235,17
samhällsvetenskapsprogrammet,24538846,16
samhällsvetenskapsprogrammet,67058407,18
samhällsvetenskapsprogrammet,15791044,12
samhällsvetenskapsprogrammet,65392939,49
samhällsvetenskapsprogrammet,77358716,41
samhällsvetenskapsprogrammet,49739986,40
samhällsvetenskapsprogrammet,92192566,33
samhällsvetenskapsprogrammet,56886667,104
samhällsvetenskapsprogrammet,64648566,14
samhällsvetenskapsprogrammet,65421426,66
samhällsvetenskapsprogrammet,62394916,24
samhällsvetenskapsprogrammet,72071234,32
samhällsvetenskapsprogrammet,15933512,136
samhällsvetenskapsprogrammet,64693272,..
samhällsvetenskapsprogrammet,18072172,..
samhällsvetenskapsprogrammet,65833454,10
samhällsvetenskapsprogrammet,28045567,84
samhällsvetenskapsprogrammet,18686599,26
samhällsvetenskapsprogrammet,93779220,114
samhällsvetenskapsprogrammet,80785976,14
samhällsvetenskapsprogrammet,47559319,11
samhällsvetenskapsprogrammet,56187883,12
samhällsvetenskapsprogrammet,20752831,26
samhällsvetenskapsprogrammet,51023367,..
samhällsvetenskapsprogrammet,52690153,..
sjöfartsutbildningen,36782335,..
sjöfartsutbildningen,96279444,17
sjöfartsutbildningen,19560192,..
sjöfartsutbildningen,31657916,..
sjöfartsutbildningen,85800840,12
sjöfartsutbildningen,20061769,12
sjöfartsutbildningen,77358716,18
teknikprogrammet,18345915,50
teknikprogrammet,71262305,16
teknikprogrammet,55795961,..
teknikprogrammet,48009865,28
teknikprogrammet,18208087,16
teknikprogrammet,60743463,..
teknikprogrammet,32960825,38
teknikprogrammet,91748148,27
teknikprogrammet,42022406,19
teknikprogrammet,65192707,50
teknikprogrammet,69018222,28
teknikprogrammet,12889940,108
teknikprogrammet,40386043,29
teknikprogrammet,21663998,16
teknikprogrammet,88259298,20
teknikprogrammet,17846181,..
teknikprogrammet,75082798,52
teknikprogrammet,23555409,21
teknikprogrammet,30341162,16
teknikprogrammet,16950252,97
teknikprogrammet,15077883,..
teknikprogrammet,48434184,..
teknikprogrammet,56421429,34
teknikprogrammet,17008320,36
teknikprogrammet,25720752,11
teknikprogrammet,55155562,17
teknikprogrammet,23164911,56
teknikprogrammet,36680097,..
teknikprogrammet,95683850,65
teknikprogrammet,89888648,47
teknikprogrammet,35063170,12
teknikprogrammet,31279294,..
teknikprogrammet,36782335,26
teknikprogrammet,23897040,..
teknikprogrammet,37906565,..
teknikprogrammet,90551279,102
teknikprogrammet,69686851,..
teknikprogrammet,85068812,..
teknikprogrammet,16819383,12
teknikprogrammet,89837629,18
teknikprogrammet,72517762,..
teknikprogrammet,79094701,92
teknikprogrammet,66491596,27
teknikprogrammet,12052268,12
teknikprogrammet,53231578,66
teknikprogrammet,96279444,55
teknikprogrammet,40690520,33
teknikprogrammet,35006050,47
teknikprogrammet,21052710,65
teknikprogrammet,58502307,16
teknikprogrammet,97177328,32
teknikprogrammet,70969714,29
teknikprogrammet,81993306,63
teknikprogrammet,47264019,33
teknikprogrammet,16313848,80
teknikprogrammet,86327236,..
teknikprogrammet,28398531,15
teknikprogrammet,79033948,22
teknikprogrammet,68240485,58
teknikprogrammet,78875918,60
teknikprogrammet,86385479,..
teknikprogrammet,49862313,..
teknikprogrammet,99838438,34
teknikprogrammet,42859669,22
teknikprogrammet,99592025,45
teknikprogrammet,47550455,25
teknikprogrammet,58125096,29
teknikprogrammet,30468157,28
teknikprogrammet,72206824,53
teknikprogrammet,92858957,60
teknikprogrammet,44113417,26
teknikprogrammet,39555838,..
teknikprogrammet,82084961,35
teknikprogrammet,46162400,17
teknikprogrammet,67279263,123
teknikprogrammet,18594470,61
teknikprogrammet,40667807,..
teknikprogrammet,88466776,..
teknikprogrammet,40634612,..
teknikprogrammet,14508922,88
teknikprogrammet,29032715,29
teknikprogrammet,19909435,29
teknikprogrammet,96024712,42
teknikprogrammet,27115998,11
teknikprogrammet,41867682,16
teknikprogrammet,79516949,21
teknikprogrammet,46574937,172
teknikprogrammet,39805497,30
teknikprogrammet,81619482,10
teknikprogrammet,90006712,..
teknikprogrammet,39149668,..
teknikprogrammet,48722826,13
teknikprogrammet,53691739,14
teknikprogrammet,43251309,11
teknikprogrammet,87034307,37
teknikprogrammet,78872213,..
teknikprogrammet,80405898,62
teknikprogrammet,51620045,42
teknikprogrammet,86888278,11
teknikprogrammet,56947954,27
teknikprogrammet,72022487,27
teknikprogrammet,71512894,15
teknikprogrammet,28248021,..
teknikprogrammet,44417214,14
teknikprogrammet,88776535,40
teknikprogrammet,71043974,14
teknikprogrammet,89807183,50
teknikprogrammet,39302565,14
teknikprogrammet,79527481,134
teknikprogrammet,69240218,..
teknikprogrammet,86787111,28
teknikprogrammet,77823650,..
teknikprogrammet,82002016,24
teknikprogrammet,97535124,34
teknikprogrammet,69306209,14
teknikprogrammet,12954099,69
teknikprogrammet,90473340,13
teknikprogrammet,51449748,27
teknikprogrammet,12613085,24
teknikprogrammet,53896162,167
teknikprogrammet,66824652,20
teknikprogrammet,49168016,23
teknikprogrammet,60873719,12
teknikprogrammet,69063711,..
teknikprogrammet,77609073,..
teknikprogrammet,52129378,34
teknikprogrammet,65381163,69
teknikprogrammet,68381790,..
teknikprogrammet,13006857,16
teknikprogrammet,16956086,29
teknikprogrammet,31870541,20
teknikprogrammet,44672598,19
teknikprogrammet,83161201,33
teknikprogrammet,16702464,..
teknikprogrammet,29449669,29
teknikprogrammet,36252055,90
teknikprogrammet,14355031,12
teknikprogrammet,53832505,41
teknikprogrammet,69471748,..
teknikprogrammet,43284031,30
teknikprogrammet,26267406,..
teknikprogrammet,51955293,27
teknikprogrammet,51736304,11
teknikprogrammet,44285075,..
teknikprogrammet,68655578,31
teknikprogrammet,37054246,..
teknikprogrammet,39199869,31
teknikprogrammet,88750078,15
teknikprogrammet,41555549,11
teknikprogrammet,81876614,26
teknikprogrammet,67071618,13
teknikprogrammet,75324351,..
teknikprogrammet,59575030,57
teknikprogrammet,77440824,22
teknikprogrammet,51981332,22
teknikprogrammet,87859089,..
teknikprogrammet,98908403,22
teknikprogrammet,16493131,15
teknikprogrammet,11526364,19
teknikprogrammet,38048202,83
teknikprogrammet,26671095,23
teknikprogrammet,65320354,61
teknikprogrammet,76903284,17
teknikprogrammet,15870428,24
teknikprogrammet,26750052,91
teknikprogrammet,12546590,43
teknikprogrammet,54117171,51
teknikprogrammet,94167577,43
teknikprogrammet,27023528,24
teknikprogrammet,17911161,12
teknikprogrammet,35084976,..
teknikprogrammet,49068301,16
teknikprogrammet,94717858,32
teknikprogrammet,46256929,45
teknikprogrammet,73812226,15
teknikprogrammet,15390992,146
teknikprogrammet,63943560,15
teknikprogrammet,78433202,59
teknikprogrammet,31313926,52
teknikprogrammet,30312720,29
teknikprogrammet,32116280,29
teknikprogrammet,57143976,30
teknikprogrammet,93367005,57
teknikprogrammet,50104466,..
teknikprogrammet,79845033,14
teknikprogrammet,41099519,..
teknikprogrammet,59386837,..
teknikprogrammet,17276047,26
teknikprogrammet,48244956,22
teknikprogrammet,13084253,76
teknikprogrammet,58518163,10
teknikprogrammet,27993549,15
teknikprogrammet,37912396,..
teknikprogrammet,45593337,31
teknikprogrammet,67628478,65
teknikprogrammet,37517404,..
teknikprogrammet,25178582,13
teknikprogrammet,86351879,..
teknikprogrammet,74322969,..
teknikprogrammet,90260899,..
teknikprogrammet,31057219,13
teknikprogrammet,27079521,12
teknikprogrammet,64579522,..
teknikprogrammet,53069733,12
teknikprogrammet,99394620,17
teknikprogrammet,31537066,15
teknikprogrammet,21400668,15
teknikprogrammet,84329061,68
teknikprogrammet,91048178,12
teknikprogrammet,31486865,13
teknikprogrammet,97265732,27
teknikprogrammet,61720981,99
teknikprogrammet,82931004,..
teknikprogrammet,28829503,90
teknikprogrammet,33657492,36
teknikprogrammet,33596572,74
teknikprogrammet,57668673,10
teknikprogrammet,20855811,23
teknikprogrammet,53923398,18
teknikprogrammet,72984079,39
teknikprogrammet,36480690,15
teknikprogrammet,52048443,34
teknikprogrammet,50393060,11
teknikprogrammet,95340745,..
teknikprogrammet,59521477,..
teknikprogrammet,66095163,21
teknikprogrammet,54004368,59
teknikprogrammet,31975673,20
teknikprogrammet,59463950,38
teknikprogrammet,63931325,..
teknikprogrammet,75374280,20
teknikprogrammet,46148350,..
teknikprogrammet,50133877,39
teknikprogrammet,44412461,26
teknikprogrammet,18217765,29
teknikprogrammet,66028861,88
teknikprogrammet,10433896,26
teknikprogrammet,43154449,11
teknikprogrammet,68824244,62
teknikprogrammet,43479922,22
teknikprogrammet,28391147,68
teknikprogrammet,62612992,36
teknikprogrammet,94975733,..
teknikprogrammet,56802300,..
teknikprogrammet,15149235,..
teknikprogrammet,13981977,..
teknikprogrammet,67058407,..
teknikprogrammet,15791044,..
teknikprogrammet,65392939,56
teknikprogrammet,29225010,16
teknikprogrammet,24349146,129
teknikprogrammet,83605345,..
teknikprogrammet,64693272,..
teknikprogrammet,18072172,..
teknikprogrammet,20768651,48
teknikprogrammet,28872974,74
teknikprogrammet,80785976,..
teknikprogrammet,21532545,..
teknikprogrammet,20752831,13
teknikprogrammet,34739511,16
tågteknikutbildningen,68824244,..
vvs- och fastighetsprogrammet,68564903,12
vvs- och fastighetsprogrammet,88445871,14
vvs- och fastighetsprogrammet,98132436,21
vvs- och fastighetsprogrammet,59483268,..
vvs- och fastighetsprogrammet,12154972,14
vvs- och fastighetsprogrammet,59734510,..
vvs- och fastighetsprogrammet,59455288,..
vvs- och fastighetsprogrammet,89888648,..
vvs- och fastighetsprogrammet,36782335,..
vvs- och fastighetsprogrammet,20666515,..
vvs- och fastighetsprogrammet,90551279,14
vvs- och fastighetsprogrammet,93062368,..
vvs- och fastighetsprogrammet,90267145,..
vvs- och fastighetsprogrammet,16819383,10
vvs- och fastighetsprogrammet,51321260,37
vvs- och fastighetsprogrammet,88556189,..
vvs- och fastighetsprogrammet,31843016,..
vvs- och fastighetsprogrammet,87764775,..
